Title,Organization,Skills,Difficulty,Type,Duration,Ratings,reviews,enrolled,url,alive
Machine Learning Engineering for Production (MLOps),DeepLearning.AI,"Machine Learning, Applied Machine Learning, Tensorflow, Python Programming, Statistical Programming, DevOps, Devops Tools, Exploratory Data Analysis, Feature Engineering, Machine Learning Software, Probability & Statistics, Cloud Computing, Deep Learning, Google Cloud Platform, Performance Management, Strategy and Operations, Kubernetes, Leadership and Management",Advanced,Specialization,3 - 6 Months,4.7,3.4K,"60,425",https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops,True
Meta Back-End Developer,Meta,"Python Programming, Databases, HTML and CSS, SQL, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, React (web framework), Software Testing, Web Development, Application Development, Back-End Web Development, Cloud API, Cloud Computing, Cloud Infrastructure, Collaboration, Communication, Computer Programming, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, DevOps, Django (Web Framework), Front-End Web Development, Full-Stack Web Development, Javascript, Kubernetes, Linux, Problem Solving, Semantic Web, Software Engineering, Software Engineering Tools, Statistical Programming, Tensorflow, Web Design, Web Development Tools",Beginner,Professional Certificate,3 - 6 Months,4.7,6.5K,"56,242",https://www.coursera.org/professional-certificates/meta-back-end-developer,True
Meta iOS Developer,Meta,"Mobile Development, Swift Programming, iOS Development, Computer Programming, Mobile Development Tools, React (web framework), Application Development, Software Engineering, Data Structures, User Experience, User Experience Design, Web Development, Computer Programming Tools, Software Engineering Tools, Front-End Web Development, Algorithms, Computer Science, Interactive Design, Javascript, Collaboration, Communication, Data Management, Django (Web Framework), Human Computer Interaction, Linux, Problem Solving, Product Design, Software Architecture, Web Design",Beginner,Professional Certificate,3 - 6 Months,4.7,5.3K,"18,200",https://www.coursera.org/professional-certificates/meta-ios-developer,True
Meta Android Developer,Meta,"Mobile Development, Computer Programming, React (web framework), Mobile Development Tools, Application Development, Software Engineering, Android Development, Other Programming Languages, Web Development, User Experience, Algorithms, Computer Science, Front-End Web Development, Javascript, Programming Principles, Cloud API, Collaboration, Communication, Data Management, Data Structures, Databases, Human Computer Interaction, Interactive Design, Linux, Problem Solving, Product Design, Software Architecture, Software Engineering Tools, Swift Programming, Web Design",Beginner,Professional Certificate,3 - 6 Months,4.6,5.6K,"21,100",https://www.coursera.org/professional-certificates/meta-android-developer,True
Prompt Engineering for ChatGPT,Vanderbilt University,"Creativity, Problem Solving, Writing",Beginner,Course,1 - 3 Months,4.8,2K,"176,842",https://www.coursera.org/learn/prompt-engineering,True
Play It Safe: Manage Security Risks,Google,"Audit, Leadership and Management, Risk Management",Beginner,Course,1 - 4 Weeks,4.8,4.3K,"14,514",https://www.coursera.org/learn/manage-security-risks,True
AI For Business,University of Pennsylvania,"Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Data Analysis, Algorithms, Human Learning, Leadership and Management, Business Analysis, Decision Making, Human Resources, People Management, People Analysis, Artificial Neural Networks, Deep Learning, Business Transformation, Customer Analysis, Finance, Financial Accounting, Marketing, Probability & Statistics, Regulations and Compliance, Statistical Machine Learning, Strategy, User Experience, Big Data",Beginner,Specialization,3 - 6 Months,4.7,456,"13,671",https://www.coursera.org/specializations/ai-for-business-wharton,True
Business and Financial Modeling,University of Pennsylvania,"Business Analysis, Data Analysis, Finance, General Statistics, Probability & Statistics, Financial Analysis, Statistical Analysis, Forecasting, Mathematics, Spreadsheet Software, Statistical Tests, Basic Descriptive Statistics, Data Model, Mathematical Theory & Analysis, Risk Management, Correlation And Dependence, Probability Distribution, Decision Making, Investment Management, Accounting, Leadership and Management, Regression, Financial Accounting, Microsoft Excel, Performance Management, Cash Management, General Accounting, Computer Programming",Beginner,Specialization,3 - 6 Months,4.5,11K,"17,159",https://www.coursera.org/specializations/wharton-business-financial-modeling,True
Foundations of User Experience (UX) Design,Google,"User Experience, User Experience Design, User Research, Product Development",Beginner,Course,1 - 4 Weeks,4.8,61K,"63,452",https://www.coursera.org/learn/foundations-user-experience-design,True
Google Business Intelligence,Google,"Business Intelligence, Data Analysis, Data Management, Data Model, Data Visualization, Extract, Transform, Load, Leadership and Management, Tableau Software",Advanced,Professional Certificate,3 - 6 Months,4.7,1.1K,"54,602",https://www.coursera.org/professional-certificates/google-business-intelligence,True
Meta Database Engineer,Meta,"SQL, Databases, Statistical Programming, Python Programming, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, Software Testing, Application Development, Collaboration, Communication, Computer Programming, Data Analysis, Data Management, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, Django (Web Framework), Javascript, Linux, Problem Solving, Project Management, Software Engineering, Software Engineering Tools, Tableau Software, Tensorflow, Web Development",Beginner,Professional Certificate,3 - 6 Months,4.6,4.8K,"36,481",https://www.coursera.org/professional-certificates/meta-database-engineer,True
Project Initiation: Starting a Successful Project,Google,"Project Management, Strategy and Operations, Collaboration, Communication, Leadership and Management, Planning",Beginner,Course,1 - 4 Weeks,4.8,18K,"548,356",https://www.coursera.org/learn/project-initiation-google,True
Ask Questions to Make Data-Driven Decisions,Google,"Business Communication, Data Analysis, Spreadsheet Software, Big Data, Communication, Leadership and Management, Problem Solving, Small Data",Beginner,Course,1 - 4 Weeks,4.7,29K,"35,382",https://www.coursera.org/learn/ask-questions-make-decisions,True
Microsoft 365 Fundamentals,Microsoft,"Visual Design, Communication, Microsoft Excel, Data Visualization, Interactive Data Visualization, Spreadsheet Software, Computer Graphics, Critical Thinking, Data Analysis, Visualization (Computer Graphics), Collaboration, User Experience, Computer Graphic Techniques, Research and Design, Statistical Visualization, User Experience Design, Writing, Basic Descriptive Statistics, Data Analysis Software, Graphic Design, Databases, General Accounting, Marketing Design, Product Design, Software Engineering Tools",Beginner,Specialization,3 - 6 Months,4.7,2.8K,"67,979",https://www.coursera.org/specializations/microsoft-365-fundamentals,True
Microsoft Cybersecurity Analyst,Microsoft,"Cloud Computing, Computer Architecture, Data Management, Leadership and Management, Microsoft Azure, Network Security, Operating Systems, System Security",Beginner,Professional Certificate,3 - 6 Months,4.8,711,"31,727",https://www.coursera.org/professional-certificates/microsoft-cybersecurity-analyst,True
Advanced Learning Algorithms,DeepLearning.AI,"Applied Machine Learning, Machine Learning, Machine Learning Algorithms, Algorithms, Artificial Neural Networks, Deep Learning, Network Model, Tensorflow, Machine Learning Software, Python Programming",Beginner,Course,1 - 4 Weeks,4.9,4.3K,"173,009",https://www.coursera.org/learn/advanced-learning-algorithms,True
Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,"Communication, SAS (Software), Regulations and Compliance, Systems Design, System Security, Network Architecture, Process Analysis, Training, Decision Making, Operating Systems",Mixed,Course,1 - 3 Months,4.6,189,"9,008",https://www.coursera.org/learn/google-cbrs-cpi-training,True
Financial Markets,Yale University,"Finance, Investment Management, Risk Management, Banking, Behavioral Economics, Critical Thinking, Decision Making, Financial Analysis, Innovation, Regulations and Compliance, Leadership and Management",Beginner,Course,1 - 3 Months,4.8,26K,"17,578",https://www.coursera.org/learn/financial-markets-global,True
HRCI Human Resource Associate,HRCI,"Benefits, Compensation, Employee Relations, Mergers & Acquisitions, Performance Management, Recruitment, Risk Management, Training",Beginner,Professional Certificate,3 - 6 Months,4.8,445,"349,644",https://www.coursera.org/professional-certificates/hrci-human-resource-associate,True
Excel Skills for Business,Macquarie University,"Spreadsheet Software, Business Analysis, Microsoft Excel, Data Analysis, Plot (Graphics), Data Visualization, Data Model, Databases, Finance, Leadership and Management",Beginner,Specialization,3 - 6 Months,4.9,59K,"203,729",https://www.coursera.org/specializations/excel,True
The Bits and Bytes of Computer Networking,Google,"Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Analysis, Critical Thinking, Problem Solving, Computer Architecture, Human Computer Interaction, Network Security, Cloud Computing",Beginner,Course,1 - 3 Months,4.7,47K,"684,788",https://www.coursera.org/learn/computer-networking,True
IBM Machine Learning,IBM,"Machine Learning, Machine Learning Algorithms, Human Learning, Statistical Machine Learning, Data Analysis, Probability & Statistics, Applied Machine Learning, Algorithms, Forecasting, Statistical Analysis, Regression, Deep Learning, General Statistics, Python Programming, Machine Learning Software, Artificial Neural Networks, Exploratory Data Analysis, Feature Engineering, Correlation And Dependence, Dimensionality Reduction, Statistical Tests, Probability Distribution, Reinforcement Learning, Basic Descriptive Statistics, Network Model, Tensorflow",Intermediate,Professional Certificate,3 - 6 Months,4.6,2K,"22,376",https://www.coursera.org/professional-certificates/ibm-machine-learning,True
